grahamScan 0.809313 -0.00483565 -0.993332 -0.00468973
0.647795 -0.0178441 -0.184018 -0.00952538
0.0206077 -0.00495751 0.463777 -0.0273695
0.00551765
cudaHull 0.0986164
0.184207 -1.45057
-0.0495936 0.418884
0.909183 -0.138738
1.06054 -0.750553
-0.710563 -0.931699
-0.463134 0.097479
-0.276429 -0.554479
-1.72892 -1.3258
-1.10764 2.09241
-1.41434 -0.872597
-1.09201 -0.120993
-0.200714 0.0759251
0.019089 0.075988
-0.253512 1.72507
0.135205 0.455804
0.0573657 0.624657
-1.17415 1.37704
0.130795 1.29999
0.244796 -0.778945
1.47592 -1.21643
-0.423774 0.277123
-0.938397 1.05281
1.75605 0.254685
1.65217 -0.301156
-2.05011 -1.33754
0.654229 -0.471193
1.5026 -0.262194
-1.14188 -0.170932
1.37175 0.469438
0.189286 0.72214
-0.258339 -1.60233
-0.374037 0.676461
0.364372 -0.376472
0.595853 -0.347782
0.799881 -0.213192
-0.979048 0.617334
1.94617 -0.822029
0.397134 0.118279
-1.24719 -0.284516
1.87952 0.936248
-0.9338 -0.0434676
0.421797 0.218428
-1.24736 -0.500992
-1.292 -1.65653
0.670494 -0.796711
0.620313 -0.0206879
0.46369 0.85059
0.726734 1.1988
-1.85388 0.763739
-0.861177 -0.11084
0.214195 -1.43907
-0.5078 -0.291092
1.57637 -0.389473
-0.427707 -0.508394
-2.305 0.328645
-0.0233476 -0.863022
-0.12329 -1.68687
0.142073 0.144711
0.21936 0.639362
-0.725324 0.357013
1.4845 0.272281
2.41778 -0.669853
0.780895 -0.474172
-0.459349 0.181387
-0.307785 0.446283
-0.737556 0.10113
-0.552334 -1.24212
-0.870364 1.6415
0.970205 0.30822
0.364122 0.0515436
-1.54689 0.592458
-0.901891 -2.02436
0.249444 0.747817
0.00478481 0.0925831
0.995153 -1.13729
1.19843 0.88677
1.93051 2.05509
1.13037 -0.501065
-0.503538 1.34811
-1.0399 2.49542
-0.672101 0.683159
-1.40727 -1.54495
0.845737 -0.193323
1.51209 -0.078754
2.17829 1.037
-0.750511 -0.196153
0.406006 -0.180836
-0.79482 1.74965
-0.477987 -1.80721
0.237946 0.547195
-0.093923 0.0420222
-0.191795 1.62693
1.02249 -0.504558
-0.203333 -0.473139
0.516728 0.740249
0.779282 -0.618373
1.47768 0.303858
1.50694 -0.929382
-0.374976 0.0624191
-2.10649 1.23862
-1.37039 -0.34268
-1.18179 0.45603
-1.25762 -1.05485
-2.52912 -1.35907
0.833141 -0.725473
0.630424 -1.23087
0.619482 0.849295
0.426713 -0.0457951
-0.3394 0.132144
-0.357385 1.20081
0.870179 1.57714
-0.20178 1.13939
0.134293 0.943448
0.309251 -0.23926
0.550644 0.0900465
0.552493 0.780499
0.819061 1.06147
-0.605507 -0.455402
0.65552 -0.155838
0.10038 1.589
0.181415 -0.923068
-0.394761 0.162996
-0.0791197 0.780052
-1.18493 -0.617093
-0.375293 1.21644
0.457443 -1.6849
2.5307 -0.358051
-0.579964 -0.893845
-0.122978 -0.145924
-0.891044 -0.169468
-0.391501 -0.277419
-0.591306 -0.149636
1.5369 1.02499
-0.750585 -1.65619
0.854391 -1.72724
-0.346911 1.96466
-0.408337 0.255368
1.22392 0.773138
1.83844 -0.0250865
-0.348208 1.49266
0.070271 -0.980777
-0.312267 -0.712569
0.30669 -0.198331
-0.494213 -0.926102
0.839419 0.80119
0.455482 0.395969
-0.862914 0.666668
-1.58866 1.23186
-1.04827 1.07687
1.30078 0.40398
-0.575701 1.27792
1.24847 0.553311
1.63497 0.329663
0.491586 1.15422
0.73538 -0.391708
-0.670545 -0.543013
0.725685 -0.059198
0.208934 0.761262
-0.274816 -0.679174
-0.332466 0.182591
0.381227 0.188108
-1.82207 -0.0758352
0.422091 0.169333
-1.37546 -0.536734
1.72352 0.136792
0.0315959 1.60905
0.580063 -0.00683478
-1.57605 -1.29407
-0.633684 1.03144
-2.02327 0.110394
-0.214141 -0.16044
-1.1907 0.153488
-1.35012 0.403454
-0.20627 0.777635
-0.473889 0.457341
-0.631864 -0.63262
-1.28478 0.223796
0.484521 0.427202
1.49246 -1.32321
0.303981 -0.0806552
-0.23887 -0.81576
0.767039 -0.78988
-1.06067 1.16051
-1.28832 -1.1029
0.0465214 0.1357
0.398208 -0.421311
0.408523 0.364128
-0.453815 0.764575
-0.52646 0.682035
-0.805891 0.399593
-0.482072 0.484153
0.0869389 -0.0306513
-1.23373 0.0451862
0.794426 2.23223
-0.447518 0.447542
0.383733 0.115145
0.129997 0.407625
-0.912462 -0.279536
-0.583844 -1.03629
1.01385 -0.728181
-1.03115 -0.467981
-0.0878849 0.529572
0.859357 -1.78736
-0.290752 -0.55507
-0.915269 0.481547
0.0370339 -0.760732
-1.08638 1.1663
0.552883 -1.04686
0.575543 -1.05774
-0.192651 0.052768
0.561833 0.307003
-0.868046 -0.908882
-0.576732 0.116205
0.106245 0.908023
0.66251 -0.990332
-0.211149 0.046666
0.360419 0.430461
0.543138 -1.98077
-0.232862 -0.309559
1.3247 1.21715
1.02646 -0.377996
1.37578 0.0329452
-0.987045 1.42307
1.225 0.674198
-1.15683 -1.16137
0.136966 1.14958
0.759708 0.166299
-0.163238 1.36874
-0.540131 -0.486791
-0.223761 0.758761
0.559182 1.05148
-1.7337 -0.129782
-0.259611 -0.76037
-0.40235 -0.850306
-1.62535 2.7412
0.460068 -0.416433
1.62731 -2.43175
0.148466 -0.0907432
1.53477 -0.389712
1.1661 -0.96099
-0.416639 -0.148621
2.61398 1.14585
2.36941 -0.217045
-0.309407 0.354041
0.444027 -0.447418
-1.15604 -0.225029
1.17781 -0.181469
-0.186077 0.780797
1.29997 0.545403
0.382038 0.690462
0.757506 0.0805863
0.14671 1.35023
0.136666 0.111188
0.321313 0.371144
-1.44425 -0.676649
0.398292 -0.919965
-0.996924 1.97086
0.445301 1.06615
0.290661 0.913879
-1.69236 -0.130012
0.19417 0.545142
0.575026 -0.163157
-1.49832 0.35291
0.969249 0.192626
0.254342 -0.576255
-0.298374 1.7021
-1.12581 -0.0781641
0.981276 0.547567
-1.69718 -1.62171
1.36735 0.0258487
0.675144 0.850331
-1.27553 -1.64837
-0.516532 -1.45824
0.250412 -0.156536
-0.09531 -0.441933
0.901584 -0.665225
-1.66248 -0.218062
1.41005 0.126475
-0.0575489 0.51156
1.28694 0.481763
-1.08878 -1.17929
1.25378 -1.22789
-1.19815 -0.194226
-0.807884 0.45746
-0.301687 -0.848461
-0.421272 -1.01229
-0.362816 0.549587
0.177803 0.405229
-0.322786 0.987826
-1.20047 0.240495
0.933745 -1.16214
-0.14604 0.531648
0.875835 -0.376161
-1.61628 0.492841
2.00607 0.372817
2.21807 -0.423903
0.09596 -1.58379
-0.669359 -1.45121
-0.856905 0.0391905
0.926949 -0.468135
-0.625508 1.02871
0.924807 1.16805
-0.810826 2.70121
-0.528376 -0.771383
1.18737 -0.474792
-0.0605138 0.607208
-0.784358 -2.60183
1.17668 -0.645594
1.70868 -1.17883
0.410595 -0.328395
2.08412 1.74876
-0.727544 -0.537941
-0.742013 0.699209
0.184771 0.930765
-0.470308 0.0852695
1.48659 -0.479008
0.0347572 0.855754
0.0328885 0.869571
1.58548 -1.04296
-0.856211 0.261949
-0.239424 1.60741
0.282247 0.110069
-1.19488 0.850871
0.362172 0.167576
-0.824903 -0.96459
-0.606346 -0.0412216
-0.762447 -1.07797
0.339518 0.0811367
-0.798761 -0.00690079
0.0041658 1.10646
-0.206727 -0.109498
-2.48075 -1.10184
0.527782 -0.834356
0.00691292 -0.631001
0.491205 -1.79695
-2.76876 -0.111059
-1.03959 -0.59041
1.27367 -0.0336112
-0.102774 -1.21274
0.398308 -0.118601
